48.8772732,2.3587273,,information,,,,,,
48.8768235,2.3600518,,information,,,,,,
48.8770245,2.3593898,,information,,,,,,
48.8770123,2.3594391,,information,,,,,,
48.8820084,2.3578235,,information,,,,,,
48.8820103,2.3578144,,information,,,,,,
48.8820238,2.3577465,,information,,,,,,
48.8820256,2.3577374,,information,,,,,,
48.8820373,2.3576788,,information,,,,,,
48.8820391,2.3576697,,information,,,,,,
48.8820489,2.3576208,,information,,,,,,
48.8820507,2.3576117,,information,,,,,,
48.8820525,2.3576025,,information,,,,,,
48.8807590,2.3574723,,information,,,,,,
48.8807647,2.3574749,,information,,,,,,
48.8410370,2.3658981,,information,,,,,,
48.8410903,2.3660379,,information,,,,,,
48.8413796,2.3667194,,information,,,,,,
48.8413042,2.3663630,SNCF,information,,,,,,
48.8412341,2.3661839,,information,,,,,,
48.8412407,2.3661781,,information,,,,,,
48.8425145,2.3662274,,information,,,,,,
48.8425231,2.3662396,,information,,,,,,
48.8419312,2.3666957,,information,,,,,,
48.8418196,2.3665100,,information,,,,,,
48.8419081,2.3664329,,information,,,,,,
48.8411412,2.3682784,,information,,,,,,
48.8411796,2.3680283,,information,,,,,,
48.8412061,2.3681007,,information,,,,,,
48.8412849,2.3676658,,information,,,,,,
48.8413014,2.3674077,,information,,,,,,
48.8413116,2.3677416,,information,,,,,,
48.8413292,2.3674844,,information,,,,,,
48.8416471,2.3663496,,information,,,,,,
48.8416591,2.3663394,,information,,,,,,
48.8416711,2.3663293,,information,,,,,,
48.8416831,2.3663191,,information,,,,,,
48.8419364,2.3662318,,information,,,,,,
48.8412420,2.3663204,,information,,,,,,
48.8413218,2.3665291,,information,,,,,,
48.8412683,2.3667013,SNCF,information,,,,,,
48.8412785,2.3666916,SNCF,information,,,,,,
48.8412887,2.3666819,SNCF,information,,,,,,
48.8408709,2.3669024,,information,,,,,,
48.8411980,2.3659223,SNCF,information,,,,,,
48.8412692,2.3663991,,information,,,,,,
48.8803113,2.3560976,,information,,,,,,
48.8803368,2.3559679,,information,,,,,,
48.8803487,2.3559108,,information,,,,,,
48.8803772,2.3557820,,information,,,,,,
48.8803872,2.3557236,,information,,,,,,
48.8804144,2.3555872,,information,,,,,,
48.8804499,2.3554189,,information,,,,,,
48.8804618,2.3553640,,information,,,,,,
48.8804937,2.3552021,,information,,,,,,
48.8805065,2.3551436,,information,,,,,,
48.8805392,2.3549849,,information,,,,,,
48.8805523,2.3549168,,information,,,,,,
48.8805840,2.3547560,,information,,,,,,
48.8806450,2.3544700,,information,,,,,,
48.8368644,2.2954573,Quality Abaca Messidor,hotel,,,,,,
48.8716544,2.4017710,Parking M.E.A.,caravan_site,,,,,,
48.8420516,2.3254084,Hôtel Suites Unic Renoir Saint-Germain,hotel,,,,,,
48.8424292,2.3632160,L’hôtel Libertel Austerlitz Jardin des Plantes,hotel,,,,,,
48.8411728,2.3204262,,information,,,,,,
48.8629789,2.3451257,Écoute,artwork,,,,,,
48.8728329,2.3281715,Aparthotel Adagio Paris Opera,hotel,,,,,,
48.8603935,2.3231363,Hôtel d'Orsay,hotel,,,,,,
48.8141458,2.3074759,L'homme supérieur,artwork,,,,,,
48.8475455,2.3225306,La belle Juliette,hotel,,,,,,
48.8549633,2.3417751,galerie Daniel Maghen,gallery,,,,,,
48.8357853,2.3188911,Hôtel de l'orchidée,hotel,,,,,,
48.8721430,2.3236860,Hôtel Bedford,hotel,,,,,,
48.8415655,2.3278484,Lenox Montparnasse,hotel,,,,,,
48.8749039,2.3601546,Timhotel Paris Gare de l'Est,hotel,,,,,,
48.8453571,2.3832807,Zazie Hôtel,hotel,,,,,,
48.8454571,2.3833065,Hôtel Chaligny,hotel,,,,,,
48.8657379,2.2863778,Hôtel Palais,hotel,,,,,,
48.8553038,2.3390643,Hôtel de Nesle,hotel,,,,,,
48.8598552,2.3470928,Ducs d'Anjou,hotel,,,,,,
48.8713585,2.3239438,Newhotel Roblin,hotel,,,,,,
48.8725553,2.3581131,Liberty,hotel,,,,,,
48.8553900,2.3612735,Hôtel Émile,hotel,,,,,,
48.8601782,2.3060335,Hôtel Malar,hotel,,,,,,
48.8181750,2.3019567,justabed,motel,,,,,,
48.8574584,2.3503014,Hôtel de Neuve,hotel,,,,,,
48.8511318,2.3397224,,artwork,,,,,,
48.8511641,2.3394821,Villa des Princes,hotel,,,,,,
48.8805355,2.3028040,Auberge de Jeunesse BVJ Champs-Elysées Monceau,hostel,,,,,,
48.8318386,2.3246976,Enjoy Hostel,hostel,,,,,,
48.8594792,2.3894780,Hôtel L'ami Justin,hotel,,,,,,
48.8601457,2.3421021,Musée en Herbe,museum,,,,,,
48.8536860,2.2771956,Château Seigneurial de Paris,information,,,,,,
48.8684253,2.3609072,Renaissance Paris Republique Hotel,hotel,,,,,,
48.8514439,2.3387903,Odeon Sant Germaine,hotel,,,,,,
48.8676986,2.3665353,Labored,hostel,,,,,,
48.8733059,2.3599503,Soft,hotel,,,,,,
48.8241706,2.2733922,Histoire de la Cité,information,,,,,,
48.8288099,2.2825074,Histoire de la Cité,information,,,,,,
48.8243014,2.2737513,Info Municipale,information,,,,,,
48.8247310,2.2751210,Info Municipale,information,,,,,,
48.8254660,2.2765100,Info Municipale,information,,,,,,
48.8274400,2.2763750,Info Municipale,information,,,,,,
48.8277895,2.2745875,Info Municipale,information,,,,,,
48.8277950,2.2723190,Info Municipale,information,,,,,,
48.8278648,2.2724549,Info Municipale,information,,,,,,
48.8279330,2.2742230,Info Municipale,information,,,,,,
48.8284378,2.2815296,Info Municipale,information,,,,,,
48.8287460,2.2754620,Info Municipale,information,,,,,,
48.8296100,2.2768310,Info Municipale,information,,,,,,
48.8166161,2.2748193,,information,,,,,,
48.8211657,2.2734480,,information,,,,,,
48.8241710,2.2726947,,information,,,,,,
48.8273070,2.2785720,,information,,,,,,
48.8276702,2.2804889,,information,,,,,,
48.8277620,2.2741360,,information,,,,,,
48.8311595,2.2790688,,information,,,,,,
48.8276339,2.2757637,Vos sorties à Issy,information,,,,,,
48.8277343,2.2750208,Vos sorties à Issy,information,,,,,,
48.8277453,2.2736011,Vos sorties à Issy,information,,,,,,
48.8301522,2.2848045,Vos sorties à Issy,information,,,,,,
48.8310095,2.2787710,Vos sorties à Issy,information,,,,,,
48.8208690,2.2740350,Affichage Libre,information,,,,,,
48.8220540,2.2766420,Affichage Libre,information,,,,,,
48.8225900,2.2801540,Affichage Libre,information,,,,,,
48.8275980,2.2740470,Affichage Libre,information,,,,,,
48.8276540,2.2860060,,information,,,,,,Affichage Libre
48.8288670,2.2805260,Affichage Libre,information,,,,,,
48.8146815,2.3968240,Adagio Access Paris Quai d'Ivry,hotel,,,,,,
48.8425947,2.3287639,Hôtel Atelier Saint-Germain,hotel,,,,,,
48.8467990,2.3263221,Best Western Aramis Saint-Germain,hotel,,,,,,
48.8791780,2.2910018,,artwork,,,,,,
48.8719027,2.3445716,Hôtel des Arts,hotel,,,,,,
48.8448206,2.3738224,,information,,,,,,Écran tactile d'informations sur les services et plan
48.8434762,2.3898210,Maruice ev,guest_house,,,,,,
48.8513129,2.3444774,Le Saint-Germain,guest_house,,,,,,
48.8472569,2.4132994,Porte Vincennes,hotel,,,,,,
48.8379538,2.3492377,Cardinal Rive Gauche,hotel,,,,,,
48.8435680,2.3748713,,information,,,,,,
48.8295061,2.3715534,BNF hotel,hotel,,,,,,
48.8497536,2.3392540,Le Relais Medici,hotel,,,,,,
48.8779631,2.2880840,,artwork,memorial,,,,,
48.8425333,2.3577791,Buffon,artwork,,,,,,
48.8657785,2.3274056,The Westin Paris,hotel,,,,,,
48.8815452,2.3243883,Elysées Opéra,hotel,,,,,,
48.8837848,2.3225994,B Square,hotel,,,,,,
48.8556889,2.3384129,Hôtel prince de Conti,hotel,,,,,,
48.8641172,2.3632367,Hôtel Picard,hotel,,,,,,
48.8234986,2.3693909,Alejita,guest_house,,,,,,
48.8826928,2.3449327,Le Régent,guest_house,,,,,,
48.8759854,2.2952243,Hôtel Royal Magda Etoile,motel,,,,,,
48.8336994,2.3635729,Fresque C215,artwork,,,,,,
48.8246375,2.3489632,Fresque Seth et Babs,artwork,,,,,,
48.8349916,2.3501292,Fresque Seth,artwork,,,,,,
48.8329558,2.3637720,Rise Above Rebel,artwork,,,,,,
48.8305229,2.3615666,Bob Dylan,artwork,,,,,,
48.8309428,2.3670501,Fresque Maher et Âneries,artwork,,,,,,
48.8211868,2.3645420,Héron bleuté,artwork,,,,,,
48.8687228,2.3089397,Headstand,artwork,,,,,,
48.8497002,2.3217784,Fontaine du Fellah,artwork,,,,,,
48.8650397,2.3029842,Boîte à Sable,artwork,,,,,,
48.8594336,2.3472273,Ancienne boutique,artwork,,,,,,
48.8347527,2.3573837,M-CITY 288,artwork,,,,,,
48.8663860,2.3388429,Galerie Colbert,artwork,,,,,,
48.8348679,2.3618703,Fresque des photographes,artwork,,,,,,
48.8336732,2.3489036,Fresque Seth et Kislow,artwork,,,,,,
48.8493280,2.3356973,Mètre étalon,artwork,,,,,,
48.8491173,2.3326450,Sous le Chapeau,artwork,,,,,,
48.8656242,2.3563842,,artwork,,,,,,gigantesque cariatide
48.8548644,2.3439982,Cadran Solaire,artwork,,,,,,
48.8631451,2.3361228,Le Kiosque des Noctambules - Bouche de Métro,artwork,,,,,,
48.8516259,2.3470457,Bas-relief Saint-Julien l'Hospitalier,artwork,,,,,,
48.8276874,2.3765638,Graff Vinie Graffiti,artwork,,,,,,
48.8171229,2.3604756,High Hopes,artwork,,,,,,
48.8389733,2.3225942,Hôtel Arcadie,hotel,,,,,,
48.8285616,2.3766786,,artwork,,,,,,
48.8663096,2.3368382,,hotel,,,,,,
48.8478340,2.3365191,Hommage à Arago,artwork,memorial,,,,,
48.8690243,2.3498456,Paris Pass Desk,information,,,,,,
48.8523702,2.3455169,,hotel,,,,,,
48.8287808,2.3727690,Yellow Cube Gallery Bookstore,gallery,,,,,,
48.8287566,2.3508793,Hôtel Jonas,hotel,,,,,,
48.8274213,2.3720375,Green Hotel,hotel,,,,,,
48.8254973,2.3414844,Hôtel,hotel,,,,,,
48.8556237,2.3560347,Galerie Art et Société,gallery,,,,,,
48.8640180,2.3361228,La Clef Louvre,hotel,,,,,,
48.8368342,2.3381140,,information,memorial,,,,,
48.8375527,2.3388934,Hôpital Cochin,information,,,,,,
48.8373389,2.3363022,Pavillon des Fontainiers,information,,,,,,
48.8847127,2.3272706,Hôtel de l'Avenue,hotel,,,,,,
48.8755483,2.3187058,Quality Hotel Malesherbes,hotel,,,,,,
48.8588610,2.3910950,Adagio Access Paris Philippe Auguste,hotel,,,,,,
48.8525655,2.3192356,Hôtel de Suède,hotel,,,,,,
48.8347633,2.3170341,Hôtel Apollon Montparnasse,hotel,,,,,,
48.8794957,2.3334918,Timhotel Opera Grands Magasins,hotel,,,,,,
48.8711797,2.3385427,Hôtel Lautrec Opera,hotel,,,,,,
48.8581858,2.3709080,Citadines Bastille Marais,hotel,,,,,,
48.8718211,2.3448795,Hôtel Aston,hotel,,,,,,
48.8789211,2.3448903,Hôtel La Tour d'Auvergne,hotel,,,,,,
48.8733993,2.3023131,Atala,hotel,,,,,,
48.8466738,2.3770301,Galerie Claude Samuel,artwork,,,,,,
48.8322205,2.3504285,Le Vert Galant,hotel,,,,,,
48.8714509,2.3353028,Hôtel London,hotel,,,,,,
48.8507094,2.3232128,,attraction,,,,,,
48.8839827,2.3253801,Hôtel Rendez-Vous,hotel,,,,,,
48.8575654,2.2840800,Rue des Eaux,attraction,,,,,,
48.8754503,2.3559969,L'homme qui porte la lune,artwork,,,,,,"Statue, 2009"
48.8754782,2.3559986,Hemera,artwork,,,,,,"Statue en bronze, 2006."
48.8611673,2.3355445,,information,,,,,,
48.8610531,2.3354862,,information,,,,,,
48.8565804,2.3266541,,artwork,,post_box,,,,
48.8785498,2.3379614,Fondation Dosne-Thiers,museum,,,,,,
48.8726330,2.3021016,Cristal,hotel,,,,,,
48.8697495,2.3323881,Hôtel Daunou,hotel,,,,,,
48.8692737,2.3323592,Hôtel Danou,hostel,,,,,,
48.8776389,2.3340807,BVJ Opéra Montmartre,hostel,,,,,,
48.8539384,2.3566227,ONU Corée,artwork,,,,,,
48.8507839,2.3343794,La Lutte de Jacob avec l'Ange,artwork,,,,,,
48.8720297,2.2970194,Radisson Blu Hotel Champs Elysees,hotel,,,,,,
48.8681031,2.3499734,Edgar,hotel,,,,,,
48.8600977,2.3316203,Louvre,yes,,ferry_terminal,,,,
48.8465894,2.3625791,Jardin des Plantes,yes,,ferry_terminal,,,,
48.8707573,2.3053312,Champs Élysées,attraction,,,,,,
48.8633879,2.3567413,Christian Berst | Art Brut,gallery,,,,,,
48.8614274,2.3610633,Galerie Chantal Crousel,gallery,,,,,,
48.8678113,2.3565505,MFC-Michèle Didier,gallery,,,,,,
48.8609574,2.3568683,Campoli Presti,gallery,,,,,,
48.8610361,2.3577199,Galerie Anne Barrault,gallery,,,,,,
48.8595227,2.3640273,Martine Aboucaya,gallery,,,,,,
48.8629270,2.3559600,Galerie Jean Brolly,gallery,,,,,,
48.8596550,2.3665376,Galerie Thomas Bernard | Cortex Athletico,gallery,,,,,,
48.8679659,2.3258303,Burgundy Paris,hotel,,,,,,
48.8698912,2.3291888,Théâtre-musée des Capucines,museum,,,,,,
48.8682706,2.3268022,Castille Paris,hotel,,,,,,
48.8602118,2.3622826,Dominique Fiat,gallery,,,,,,
48.8616138,2.3506429,Peter Freeman Inc.,gallery,,,,,,
48.8626085,2.3537460,Galerie Laurent Gaudin,gallery,,,,,,
48.8629831,2.3572367,Galerie Christophe Gaillard,gallery,,,,,,
48.8607952,2.3594605,GB Agency,gallery,,,,,,
48.8596428,2.3647824,Galerie Frank Elbaz,gallery,,,,,,
48.8628336,2.3659180,Galerie les filles du calvaires,gallery,,,,,,
48.8637438,2.3587222,Galerie Eric Dupont,gallery,,,,,,
48.8579918,2.3526611,Patricia Dorfmann,gallery,,,,,,
48.8601690,2.3667208,Galerie Jousse Entreprise,gallery,,,,,,
48.8611539,2.3615703,Jeanne Bucher Jaeger,gallery,,,,,,
48.8643330,2.3641296,Galerie Bernard Jordan,gallery,,,,,,
48.8599573,2.3630152,Florence Loewy,gallery,,,,,,
48.8846270,2.3637061,In Situ | Fabienne Leclerc,museum,,,,,,
48.8603998,2.3636556,Galerie Karsten Greve,gallery,,,,,,
48.8600138,2.3659661,Galerie Alain Gutharc,gallery,,,,,,
48.8602395,2.3545456,Galerie Max Hetzler,gallery,,,,,,
48.8432951,2.3071231,Aberotel Montparnasse,hotel,,,,,,
48.8583700,2.2952664,,gallery,,,,,,
48.8254629,2.3945137,Europe,artwork,,,,,,Réplique de la statue inaugurée à Albertville en 1992
48.8645150,2.2779269,,information,,,,,,
48.8553087,2.3370177,Vénus des Arts,artwork,,,,,,
48.8715195,2.2870010,,information,memorial,,,,,
48.8700729,2.2859949,,information,memorial,,,,,
48.8742767,2.2983623,,information,,,,,,
48.8613685,2.3318426,Jeune Fille allongée,artwork,,,,,,
48.8753559,2.3183269,,information,memorial,,,,,
48.8748727,2.3088167,,information,,,,,,
48.8740558,2.3026319,,information,memorial,,,,,
48.8638177,2.3019888,Le Zouave,artwork,,,,,,
48.8585951,2.3376989,Pont des Arts,viewpoint,,,,,,
48.8738978,2.3276106,Terrasse du Printemps,viewpoint,,,,,,
48.8539085,2.3464055,,information,memorial,,,,,
48.8537236,2.3469010,"Tenez bon, nous arrivons",information,memorial,,,,,
48.8634105,2.3440047,François Martine,information,memorial,,,,,
48.8260594,2.3565587,,information,memorial,,,,,
48.8678797,2.3603462,M&J,guest_house,,,,,,
48.8718005,2.3292337,Musée du Parfum Fragonard,museum,,,,,,
48.8551641,2.3157075,La Muse Whistler,artwork,,,,,,
48.8551385,2.3159355,Cybele,artwork,,,,,,
48.8594361,2.2930111,Cavalier Gaulois,artwork,,,,,,
48.8591978,2.2926477,Cavalier Romain,artwork,,,,,,
48.8601763,2.2911269,Cavalier Grec,artwork,,,,,,
48.8604251,2.2914796,Cavalier Arabe,artwork,,,,,,
48.8535946,2.3368336,Hôtel La Louisiane,hotel,,,,,,
48.8620345,2.3311875,Rivière,artwork,,,,,,
48.8502413,2.3553379,Sainte Geneviève,artwork,,,,,,
48.8524831,2.3496006,Monument au Pape Jean-Paul II,artwork,,,,,,
48.8525250,2.3508458,Buste de Carlo Goldoni,artwork,,,,,,
48.8570423,2.3528124,Office du Tourisme et des Congrès de Paris,information,,,,,,
48.8439316,2.3439434,,artwork,,,,,,
48.8439951,2.3436001,,artwork,,,,,,
48.8663858,2.3218104,Place de la Concorde,attraction,,,,,,
48.8363265,2.2896923,vice versa,hotel,,,,,,
48.8739478,2.4035400,Galerie KO21,gallery,,,,,,
48.8598523,2.3596128,Musée des Archives Nationales,museum,,,,,,
48.8147823,2.3773103,Trendy Hostel,hostel,,,,,,
48.8513131,2.3556200,Musée Boleslas Biegas,museum,,,,,,
48.8531664,2.3691393,Le Génie de la Liberté,artwork,,,,,,
48.8167038,2.3866914,Les Cormailles,attraction,,,,,,
48.8295727,2.3576654,Farran,guest_house,,,,,,
48.8493780,2.3048402,Le Globe symbolique,artwork,,,,,,
48.8446141,2.2806920,Gutenberg,artwork,,,,,,
48.8476107,2.3517393,Hôtel Quartier Latin,hotel,,,,,,
48.8405602,2.3373008,Statut de Georges Bernanos,artwork,,,,,,
48.8470030,2.3973957,Nouvel Hôtel,hotel,,,,,,
48.8418876,2.3480873,Cheval cabré,artwork,,,,,,
48.8524617,2.3365005,,information,,,,,,
48.8443210,2.3480322,,guest_house,,,,,,
48.8760199,2.3574544,Modern' Est,hotel,,,,,,
48.8476476,2.3267192,œuvre d'orient,hotel,,,,,,
48.8452754,2.3624615,Kangourou géant,attraction,,,,,,
48.8445932,2.3596855,Tortue géante des Seychelles,attraction,,,,,,
48.8447927,2.3618386,Tapage nocturne,information,,,,,,
48.8446885,2.3614658,Prédateurs urbains,information,,,,,,
48.8451616,2.3621819,Croque bestioles,information,,,,,,
48.8454334,2.3607228,Le printemps des hirondelles,information,,,,,,
48.8452163,2.3614752,Paris exotique,information,,,,,,
48.8449343,2.3596164,Entomo... logis,information,,,,,,
48.8448002,2.3594420,Mauvaises graines ?,information,,,,,,
48.8454515,2.3603768,Eldorado,information,,,,,,
48.8450632,2.3594233,Crise du logement,information,,,,,,
48.8453094,2.3587554,Cache-Noisettes,information,,,,,,
48.8451497,2.3582847,La ruche ne fait pas l'abeille,information,,,,,,
48.8451170,2.3582324,Lézarder en ville,information,,,,,,
48.8454834,2.3595762,Porcs-épics,attraction,,,,,,
48.8463094,2.3605176,Outardes Houbara,attraction,,,,,,
48.8456281,2.3605739,Bharal,attraction,,,,,,
48.8447297,2.3618426,Chat de Pallas,attraction,,,,,,
48.8447668,2.3620170,Martre à gorge jaune,attraction,,,,,,
48.8443683,2.3597438,Arkal,attraction,,,,,,
48.8449237,2.3606068,Nilgaut,attraction,,,,,,
48.8447013,2.3610306,Nandou,attraction,,,,,,
48.8311850,2.3557423,Monument au Maréchal Juin,artwork,,,,,,
48.8824882,2.3405299,,guest_house,,,,,,
48.8825823,2.3404660,112 Boulevard de Rochechouart,hostel,,,,,,
48.8693620,2.3505800,Da Vinci Art,gallery,,,,,,
48.8613515,2.3198335,Fondation Custodia,museum,,,,,,
48.8324071,2.2880076,Versalles,attraction,,,,,,
48.8325517,2.3169083,La Maison Montparnasse,hotel,,,,,,
48.8474057,2.3514697,Hôtel Vendôme Saint-Germain,hotel,,,,,,
48.8513172,2.3428831,,information,memorial,,,,,
48.8439213,2.3639989,,information,memorial,,,,,
48.8472990,2.3417029,,information,memorial,,,,,
48.8440867,2.4175448,pont pisserot,attraction,,,,,,
48.8597755,2.2919945,Pont d'léna,viewpoint,,,,,,
48.8531417,2.3368887,Welcome Hotel,hotel,,,,,,
48.8485834,2.4079466,Hôtel Tamaris,hotel,,,,,,
48.8524194,2.3743229,L'Antoine,hotel,,,,,,
48.8471977,2.3777523,Prince Albert Lyon Bercy,hotel,,,,,,
48.8447328,2.3729075,La Tour de l'horloge,information,,,,,,
48.8484352,2.2970475,Hôtel Saphir,hotel,,,,,,
48.8791905,2.3430826,Hôtel Marena,hotel,,,,,,
48.8295257,2.3345327,Sortie des Catacombes,museum,,,,,,
48.8734376,2.3123142,Sanofi,attraction,,,,,,
48.8835015,2.3141614,PA660 chocolatier Hubert masse,artwork,,,,,,
48.8800314,2.3548213,Angel Bear,artwork,,,,,,
48.8434128,2.3207920,Boutique du Musée de la Poste,museum,,,,,,travaux 2017 boutique 21 avenue du Maine
48.8591113,2.3008801,Immeuble Lavirotte,artwork,,,,,,Façade Art Nouveau
48.8781063,2.3547295,Libertel Gare-du-Nord Suède,hotel,,,,,,
48.8793279,2.3566260,La vielle France,hotel,,,,,,
48.8795283,2.3561164,New Hotel,hotel,,,,,,
48.8798516,2.3561899,Maison Fond,artwork,,,,,,
48.8840070,2.3503567,Jacobs Inn Hostel,hostel,,,,,,
48.8803284,2.4217508,Hôtel du Parc,hotel,,,,,,
48.8562947,2.3319575,Hôtel du Danube,hotel,,,,,,
48.8570330,2.3300206,Hôtel de l'Université,hotel,,,,,,
48.8587571,2.3328439,La Ville de Paris,artwork,,,,,,
48.8598181,2.3334313,L'Industrie,artwork,,,,,,
48.8599262,2.3329666,L'Abondance,artwork,,,,,,
48.8588732,2.3323866,La Seine,artwork,,,,,,
48.8724632,2.3377919,Millennium Hotel Paris Opera,hotel,,,,,,
48.8550787,2.3379009,,information,memorial,,,,,
48.8558510,2.3375858,,information,,,,,,
48.8581040,2.3334598,,information,,,,,,
48.8468643,2.3409060,,information,,,,,,
48.8609243,2.3729848,Bastille Design Center,gallery,,,,,,
48.8671886,2.3221734,Affiche Mobilisation Générale,artwork,,,,,,
48.8424217,2.3286868,Montparnasse,attraction,,,,,,
48.8238397,2.3764891,,artwork,,,,,,
48.8571534,2.3062174,Rue Cler,attraction,,,,,,
48.8808251,2.3514926,Smart Place Paris Hostel,hostel,,,,,,
48.8607626,2.3426122,L'Empire Paris,hotel,,,,,,
48.8769784,2.3462577,,picnic_site,,,,,,
48.8770657,2.3465714,La Sainte-Catherine,artwork,,,,,,
48.8304409,2.3572595,Farran,guest_house,,,,,,
48.8651967,2.3440007,L'Arche,artwork,,,,,,
48.8606129,2.3409393,Paris Tourisme,information,,,,,,
48.8476286,2.3610878,,artwork,,,,,,
48.8555029,2.3167332,Adam,artwork,,,,,,
48.8495595,2.2982166,Tourisme avenue hotel,hotel,,,,,,
48.8554306,2.3167242,Eve,artwork,,,,,,
48.8624366,2.3394344,Timhotel,hotel,,,,,,
48.8808205,2.3517253,Grand Hotel Magenta,hotel,,,,,,
48.8351424,2.4093613,Musée National de l'Histoire de l'Immigration,museum,,,,,,
48.8620729,2.3592655,,information,,,,,,
48.8641520,2.3616913,,information,,,,,,
48.8185800,2.3186350,,information,,,,,,
48.8536924,2.3490794,,information,memorial,,,,,
48.8645884,2.2926145,,information,memorial,,,,,
48.8745663,2.3221499,,information,memorial,,,,,
48.8603405,2.3441330,Hôtel Best Western Ducs de Bourgogne,hotel,,,,,,
48.8532883,2.3379463,Victoire & Germain,hotel,,,,,,
48.8746159,2.3561896,Hôtel Grand Amour,hotel,,,,,,
48.8404323,2.3460647,,information,memorial,,,,,
48.8403051,2.3457168,,information,memorial,,,,,
48.8455615,2.3408828,,information,memorial,,,,,
48.8475504,2.3411911,,information,memorial,,,,,
48.8505811,2.3419950,,information,memorial,,,,,
48.8759289,2.3250131,Saint-Lazare,information,,,,,,
48.8638935,2.3412116,Crayon,hotel,,,,,,
48.8300343,2.2840829,Hôtel Océania ***,hotel,,,,,,
48.8301242,2.2837915,Hôtel de la Porte de Versailles,hotel,,,,,,
48.8245916,2.2735342,Soleil,artwork,,,,,,
48.8273834,2.2798367,Tour Eiffel,artwork,,,,,,
48.8754201,2.3435036,Hôtel Opéra Cadet,hotel,,,,,,
48.8471194,2.3720509,Adriatic,hotel,,,,,,
48.8534335,2.4029452,,hotel,,,,,,
48.8499887,2.3992553,Le Cantal,hotel,,,,,,
48.8515298,2.3372487,Japanesque,gallery,,,,,,
48.8554811,2.3383065,Galerie Majestic,gallery,,,,,,
48.8798074,2.3544492,,information,,,,,,
48.8515509,2.3330460,Bonaparte,hotel,,,,,,
48.8587676,2.3311495,Quai Voltaire,hotel,,,,,,
48.8549834,2.3344397,Hôtel des Marronniers,hotel,,,,,,
48.8585295,2.3299131,Hôtel de Lille,hotel,,,,,,
48.8582452,2.3309004,Bersoly's,hotel,,,,,,
48.8573599,2.3314491,Verneuil,hotel,,,,,,
48.8558560,2.3332916,Hôtel d'Angleterre,hotel,,,,,,
48.8602220,2.3237164,Galerie Sarto,gallery,,,,,,
48.8565400,2.3303533,Le Saint,hotel,,,,,,
48.8597813,2.3635910,Galerie Art'Et'Miss,gallery,,,,,,
48.8682510,2.3710416,La Ralentie,gallery,,,,,,
48.8144862,2.2728141,La Chaise Bleue,artwork,,,,,,
48.8465861,2.3518845,,information,memorial,,,,,
48.8516594,2.3426558,,information,memorial,,,,,
48.8522624,2.3406671,,information,memorial,,,,,
48.8523866,2.3396889,,information,memorial,,,,,
48.8526306,2.3369308,,information,memorial,,,,,
48.8529273,2.3520324,Vladimir Jankélévitch,information,memorial,,,,,
48.8651905,2.3989268,,information,,,,,,
48.8673368,2.3832497,,information,,,,,,
48.8546880,2.3553965,Gadcollection,gallery,,,,,,
48.8714929,2.3077096,Hôtel Le Monna Lisa,hotel,,,,,,
48.8755174,2.3233590,L'Ouest Hôtel,hotel,,,,,,
48.8554605,2.3429820,Quai des Orfèvres,information,memorial,,,,,
48.8539123,2.3507187,,information,memorial,,,,,
48.8496493,2.3556493,Le château de la Tournelle,information,memorial,,,,,
48.8507299,2.3595152,,information,memorial,,,,,
48.8496000,2.3558041,La porte Saint-Bernard,information,memorial,,,,,
48.8525281,2.3523003,Île Saint-Louis,information,memorial,,,,,
48.8550443,2.3501035,L'Arche Marion,information,memorial,,,,,
48.8526262,2.3519605,Square Jean XXIII,information,memorial,,,,,
48.8525679,2.3361968,Le Clément,hotel,,,,,,
48.8722564,2.3617467,Les Douches La Galerie,gallery,,,,,,
48.8437090,2.3718170,CitizenM Gare de Lyon,hotel,,,,,,
48.8442230,2.3637670,Information Office,information,,,,,,
48.8838071,2.3185182,Grand Hôtel Chicago,hotel,,,,,,
48.8667767,2.3385682,Hôtel Tubeuf,hotel,,,,,,
48.8690492,2.2972802,bassano,hotel,,,,,,
48.8721636,2.3775745,La Courtille,information,memorial,,,,,
48.8720368,2.3805346,,information,memorial,,,,,
48.8722811,2.3804340,,information,memorial,,,,,
48.8715783,2.3849425,,information,,,,,,
48.8702660,2.3844049,,information,memorial,,,,,
48.8711759,2.3812101,,information,memorial,,,,,
48.8717295,2.3820518,,information,memorial,,,,,
48.8719161,2.3824155,,information,memorial,,,,,
48.8797560,2.3435941,Woodstock,hostel,,,,,,
48.8849934,2.3211007,Hôtel des Batignolles,hotel,,,,,,
48.8837106,2.3227163,Hôtel du Mont Doré,hotel,,,,,,
48.8696083,2.3593124,Galerie Treize-Dix,museum,,,,,,
48.8800874,2.3819990,Le Gouffre,artwork,,,,,,
48.8697225,2.3283688,Crédit Foncier de France,information,memorial,,,,,
48.8660945,2.3294683,Couvent et Club des Feuillants,information,memorial,,,,,
48.8643092,2.3333341,Olympe de Gouges,information,memorial,,,,,
48.8648337,2.3323097,Église Saint-Roch,information,memorial,,,,,
48.8652905,2.3310774,Hôtel de Noailles,information,memorial,,,,,
48.8637883,2.3363236,,information,memorial,,,,,
48.8584649,2.3420567,Le Pont-Neuf,information,,,,,,
48.8584699,2.3420291,Les bouquinistes de la Seine,information,,,,,,
